KC_term,gene
ALTERS CELL PROLIFERATION AND CELL DEATH,PLCB2
ALTERS CELL PROLIFERATION AND CELL DEATH,PLCB3
ALTERS CELL PROLIFERATION AND CELL DEATH,PORCN
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2CA
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2CB
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R1A
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R1B
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R5A
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R5B
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R5C
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R5D
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP2R5E
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP3CA
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP3CB
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP3R1
ALTERS CELL PROLIFERATION AND CELL DEATH,PRICKLE1
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKCA
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKCB
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKCG
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKG1
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKG2
ALTERS CELL PROLIFERATION AND CELL DEATH,PSMA8
ALTERS CELL PROLIFERATION AND CELL DEATH,PSMB11
ALTERS CELL PROLIFERATION AND CELL DEATH,PSME4
ALTERS CELL PROLIFERATION AND CELL DEATH,PYGO1
ALTERS CELL PROLIFERATION AND CELL DEATH,PYGO2
ALTERS CELL PROLIFERATION AND CELL DEATH,RAC1
ALTERS CELL PROLIFERATION AND CELL DEATH,RAC2
ALTERS CELL PROLIFERATION AND CELL DEATH,RAC3
ALTERS CELL PROLIFERATION AND CELL DEATH,RBBP5
ALTERS CELL PROLIFERATION AND CELL DEATH,RHOA
ALTERS CELL PROLIFERATION AND CELL DEATH,RNF146
ALTERS CELL PROLIFERATION AND CELL DEATH,RNF43
ALTERS CELL PROLIFERATION AND CELL DEATH,ROR1
ALTERS CELL PROLIFERATION AND CELL DEATH,ROR2
ALTERS CELL PROLIFERATION AND CELL DEATH,RSPO1
ALTERS CELL PROLIFERATION AND CELL DEATH,RSPO2
ALTERS CELL PROLIFERATION AND CELL DEATH,RSPO3
ALTERS CELL PROLIFERATION AND CELL DEATH,RSPO4
ALTERS CELL PROLIFERATION AND CELL DEATH,RUNX3
ALTERS CELL PROLIFERATION AND CELL DEATH,RUVBL1
ALTERS CELL PROLIFERATION AND CELL DEATH,RYK
ALTERS CELL PROLIFERATION AND CELL DEATH,SCRIB
ALTERS CELL PROLIFERATION AND CELL DEATH,SFRP1
ALTERS CELL PROLIFERATION AND CELL DEATH,SFRP2
ALTERS CELL PROLIFERATION AND CELL DEATH,SMARCA4
ALTERS CELL PROLIFERATION AND CELL DEATH,SMURF1
ALTERS CELL PROLIFERATION AND CELL DEATH,SMURF2
ALTERS CELL PROLIFERATION AND CELL DEATH,SNX3
ALTERS CELL PROLIFERATION AND CELL DEATH,SOST
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX13
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX17
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX2
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX3
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX4
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX6
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX7
ALTERS CELL PROLIFERATION AND CELL DEATH,SOX9
ALTERS CELL PROLIFERATION AND CELL DEATH,SRY
ALTERS CELL PROLIFERATION AND CELL DEATH,TCF4
ALTERS CELL PROLIFERATION AND CELL DEATH,TCF7
ALTERS CELL PROLIFERATION AND CELL DEATH,TCF7L1
ALTERS CELL PROLIFERATION AND CELL DEATH,TCF7L2
ALTERS CELL PROLIFERATION AND CELL DEATH,TERT
ALTERS CELL PROLIFERATION AND CELL DEATH,TLE5
ALTERS CELL PROLIFERATION AND CELL DEATH,TMED5
ALTERS CELL PROLIFERATION AND CELL DEATH,TNKS
ALTERS CELL PROLIFERATION AND CELL DEATH,TNKS2
ALTERS CELL PROLIFERATION AND CELL DEATH,TRRAP
ALTERS CELL PROLIFERATION AND CELL DEATH,USP34
ALTERS CELL PROLIFERATION AND CELL DEATH,USP8
ALTERS CELL PROLIFERATION AND CELL DEATH,VANGL2
ALTERS CELL PROLIFERATION AND CELL DEATH,VPS26A
ALTERS CELL PROLIFERATION AND CELL DEATH,VPS29
ALTERS CELL PROLIFERATION AND CELL DEATH,VPS35
ALTERS CELL PROLIFERATION AND CELL DEATH,WIF1
ALTERS CELL PROLIFERATION AND CELL DEATH,WLS
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT1
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT10A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT10B
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT11
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT16
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT2
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT2B
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT3
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT3A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT4
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT5A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT5B
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT6
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT7A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT7B
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT8A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT8B
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT9A
ALTERS CELL PROLIFERATION AND CELL DEATH,WNT9B
ALTERS CELL PROLIFERATION AND CELL DEATH,XIAP
ALTERS CELL PROLIFERATION AND CELL DEATH,XPO1
ALTERS CELL PROLIFERATION AND CELL DEATH,ZNRF3
ALTERS CELL PROLIFERATION AND CELL DEATH,ZRANB1
ALTERS CELL PROLIFERATION AND CELL DEATH,AMOT
ALTERS CELL PROLIFERATION AND CELL DEATH,AMOTL1
ALTERS CELL PROLIFERATION AND CELL DEATH,AMOTL2
ALTERS CELL PROLIFERATION AND CELL DEATH,CASP3
ALTERS CELL PROLIFERATION AND CELL DEATH,LATS1
ALTERS CELL PROLIFERATION AND CELL DEATH,LATS2
ALTERS CELL PROLIFERATION AND CELL DEATH,MOB1A
ALTERS CELL PROLIFERATION AND CELL DEATH,MOB1B
ALTERS CELL PROLIFERATION AND CELL DEATH,NPHP4
ALTERS CELL PROLIFERATION AND CELL DEATH,SAV1
ALTERS CELL PROLIFERATION AND CELL DEATH,STK3
ALTERS CELL PROLIFERATION AND CELL DEATH,STK4
ALTERS CELL PROLIFERATION AND CELL DEATH,TJP1
ALTERS CELL PROLIFERATION AND CELL DEATH,TJP2
ALTERS CELL PROLIFERATION AND CELL DEATH,WWTR1
ALTERS CELL PROLIFERATION AND CELL DEATH,YAP1
ALTERS CELL PROLIFERATION AND CELL DEATH,ABHD17A
ALTERS CELL PROLIFERATION AND CELL DEATH,ABHD17B
ALTERS CELL PROLIFERATION AND CELL DEATH,ABHD17C
ALTERS CELL PROLIFERATION AND CELL DEATH,ACTB
ALTERS CELL PROLIFERATION AND CELL DEATH,ACTG1
ALTERS CELL PROLIFERATION AND CELL DEATH,ACTN2
ALTERS CELL PROLIFERATION AND CELL DEATH,ANGPT1
ALTERS CELL PROLIFERATION AND CELL DEATH,APBB1IP
ALTERS CELL PROLIFERATION AND CELL DEATH,ARAF
ALTERS CELL PROLIFERATION AND CELL DEATH,AREG
ALTERS CELL PROLIFERATION AND CELL DEATH,ARL2
ALTERS CELL PROLIFERATION AND CELL DEATH,ARTN
ALTERS CELL PROLIFERATION AND CELL DEATH,BCL2L1
ALTERS CELL PROLIFERATION AND CELL DEATH,BRAF
ALTERS CELL PROLIFERATION AND CELL DEATH,BRAP
ALTERS CELL PROLIFERATION AND CELL DEATH,BTC
ALTERS CELL PROLIFERATION AND CELL DEATH,CAMK2B
ALTERS CELL PROLIFERATION AND CELL DEATH,CAMK2D
ALTERS CELL PROLIFERATION AND CELL DEATH,CAMK2G
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC14A
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC14B
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC42
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC42EP2
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC42EP3
ALTERS CELL PROLIFERATION AND CELL DEATH,CDC42EP5
ALTERS CELL PROLIFERATION AND CELL DEATH,CDK1
ALTERS CELL PROLIFERATION AND CELL DEATH,CNKSR1
ALTERS CELL PROLIFERATION AND CELL DEATH,CNKSR2
ALTERS CELL PROLIFERATION AND CELL DEATH,CSF2
ALTERS CELL PROLIFERATION AND CELL DEATH,CSF2RA
ALTERS CELL PROLIFERATION AND CELL DEATH,CSF2RB
ALTERS CELL PROLIFERATION AND CELL DEATH,CSK
ALTERS CELL PROLIFERATION AND CELL DEATH,DAB2IP
ALTERS CELL PROLIFERATION AND CELL DEATH,DLG1
ALTERS CELL PROLIFERATION AND CELL DEATH,DLG2
ALTERS CELL PROLIFERATION AND CELL DEATH,DLG3
ALTERS CELL PROLIFERATION AND CELL DEATH,DLG4
ALTERS CELL PROLIFERATION AND CELL DEATH,DNAJB1
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP1
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP10
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP16
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP2
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP4
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP5
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP6
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP7
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP8
ALTERS CELL PROLIFERATION AND CELL DEATH,DUSP9
ALTERS CELL PROLIFERATION AND CELL DEATH,EPGN
ALTERS CELL PROLIFERATION AND CELL DEATH,ERBB2
ALTERS CELL PROLIFERATION AND CELL DEATH,ERBB3
ALTERS CELL PROLIFERATION AND CELL DEATH,ERBB4
ALTERS CELL PROLIFERATION AND CELL DEATH,EREG
ALTERS CELL PROLIFERATION AND CELL DEATH,ETV4
ALTERS CELL PROLIFERATION AND CELL DEATH,FGA
ALTERS CELL PROLIFERATION AND CELL DEATH,FGB
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF1
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF10
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF16
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF17
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF18
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF19
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF2
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF20
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF22
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF23
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF3
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF4
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF5
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF6
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF7
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF8
ALTERS CELL PROLIFERATION AND CELL DEATH,FGF9
ALTERS CELL PROLIFERATION AND CELL DEATH,FGFR1
ALTERS CELL PROLIFERATION AND CELL DEATH,FGFR2
ALTERS CELL PROLIFERATION AND CELL DEATH,FGFR3
ALTERS CELL PROLIFERATION AND CELL DEATH,FGFR4
ALTERS CELL PROLIFERATION AND CELL DEATH,FGG
ALTERS CELL PROLIFERATION AND CELL DEATH,FLT3
ALTERS CELL PROLIFERATION AND CELL DEATH,FLT3LG
ALTERS CELL PROLIFERATION AND CELL DEATH,FN1
ALTERS CELL PROLIFERATION AND CELL DEATH,FNTA
ALTERS CELL PROLIFERATION AND CELL DEATH,FNTB
ALTERS CELL PROLIFERATION AND CELL DEATH,FOXO1
ALTERS CELL PROLIFERATION AND CELL DEATH,FRS2
ALTERS CELL PROLIFERATION AND CELL DEATH,FRS3
ALTERS CELL PROLIFERATION AND CELL DEATH,FYN
ALTERS CELL PROLIFERATION AND CELL DEATH,GDNF
ALTERS CELL PROLIFERATION AND CELL DEATH,GFRA1
ALTERS CELL PROLIFERATION AND CELL DEATH,GFRA2
ALTERS CELL PROLIFERATION AND CELL DEATH,GFRA3
ALTERS CELL PROLIFERATION AND CELL DEATH,GFRA4
ALTERS CELL PROLIFERATION AND CELL DEATH,GOLGA7
ALTERS CELL PROLIFERATION AND CELL DEATH,GRB2
ALTERS CELL PROLIFERATION AND CELL DEATH,GRIN1
ALTERS CELL PROLIFERATION AND CELL DEATH,GRIN2B
ALTERS CELL PROLIFERATION AND CELL DEATH,GRIN2D
ALTERS CELL PROLIFERATION AND CELL DEATH,HBEGF
ALTERS CELL PROLIFERATION AND CELL DEATH,HGF
ALTERS CELL PROLIFERATION AND CELL DEATH,HRAS
ALTERS CELL PROLIFERATION AND CELL DEATH,HSPB1
ALTERS CELL PROLIFERATION AND CELL DEATH,ICMT
ALTERS CELL PROLIFERATION AND CELL DEATH,IGF2BP1
ALTERS CELL PROLIFERATION AND CELL DEATH,IL17RD
ALTERS CELL PROLIFERATION AND CELL DEATH,IL2
ALTERS CELL PROLIFERATION AND CELL DEATH,IL2RA
ALTERS CELL PROLIFERATION AND CELL DEATH,IL2RB
ALTERS CELL PROLIFERATION AND CELL DEATH,IL2RG
ALTERS CELL PROLIFERATION AND CELL DEATH,IL3
ALTERS CELL PROLIFERATION AND CELL DEATH,IL3RA
ALTERS CELL PROLIFERATION AND CELL DEATH,IL5
ALTERS CELL PROLIFERATION AND CELL DEATH,IL5RA
ALTERS CELL PROLIFERATION AND CELL DEATH,IL6
ALTERS CELL PROLIFERATION AND CELL DEATH,IL6R
ALTERS CELL PROLIFERATION AND CELL DEATH,IL6ST
ALTERS CELL PROLIFERATION AND CELL DEATH,IQGAP1
ALTERS CELL PROLIFERATION AND CELL DEATH,IRS1
ALTERS CELL PROLIFERATION AND CELL DEATH,IRS2
ALTERS CELL PROLIFERATION AND CELL DEATH,ITGA2B
ALTERS CELL PROLIFERATION AND CELL DEATH,ITGB3
ALTERS CELL PROLIFERATION AND CELL DEATH,JAK1
ALTERS CELL PROLIFERATION AND CELL DEATH,JAK2
ALTERS CELL PROLIFERATION AND CELL DEATH,JAK3
ALTERS CELL PROLIFERATION AND CELL DEATH,KALRN
ALTERS CELL PROLIFERATION AND CELL DEATH,KBTBD7
ALTERS CELL PROLIFERATION AND CELL DEATH,KIT
ALTERS CELL PROLIFERATION AND CELL DEATH,KITLG
ALTERS CELL PROLIFERATION AND CELL DEATH,KL
ALTERS CELL PROLIFERATION AND CELL DEATH,KLB
ALTERS CELL PROLIFERATION AND CELL DEATH,KSR1
ALTERS CELL PROLIFERATION AND CELL DEATH,KSR2
ALTERS CELL PROLIFERATION AND CELL DEATH,LAT
ALTERS CELL PROLIFERATION AND CELL DEATH,LRRC7
ALTERS CELL PROLIFERATION AND CELL DEATH,LYPLA1
ALTERS CELL PROLIFERATION AND CELL DEATH,MAP2K1
ALTERS CELL PROLIFERATION AND CELL DEATH,MAP2K2
ALTERS CELL PROLIFERATION AND CELL DEATH,MAP3K11
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK1
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK12
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK3
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK4
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK6
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK6 gene
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPKAPK5
ALTERS CELL PROLIFERATION AND CELL DEATH,MARK3
ALTERS CELL PROLIFERATION AND CELL DEATH,MET
ALTERS CELL PROLIFERATION AND CELL DEATH,MMP10
ALTERS CELL PROLIFERATION AND CELL DEATH,MMP2
ALTERS CELL PROLIFERATION AND CELL DEATH,MRAS
ALTERS CELL PROLIFERATION AND CELL DEATH,NCAM1
ALTERS CELL PROLIFERATION AND CELL DEATH,NCOA3
ALTERS CELL PROLIFERATION AND CELL DEATH,NEFL
ALTERS CELL PROLIFERATION AND CELL DEATH,NF1
ALTERS CELL PROLIFERATION AND CELL DEATH,NRAS
ALTERS CELL PROLIFERATION AND CELL DEATH,NRG1
ALTERS CELL PROLIFERATION AND CELL DEATH,NRG2
ALTERS CELL PROLIFERATION AND CELL DEATH,NRG3
ALTERS CELL PROLIFERATION AND CELL DEATH,NRG4
ALTERS CELL PROLIFERATION AND CELL DEATH,NRTN
ALTERS CELL PROLIFERATION AND CELL DEATH,PAK1
ALTERS CELL PROLIFERATION AND CELL DEATH,PAK2
ALTERS CELL PROLIFERATION AND CELL DEATH,PAK3
ALTERS CELL PROLIFERATION AND CELL DEATH,PAQR3
ALTERS CELL PROLIFERATION AND CELL DEATH,PDE6D
ALTERS CELL PROLIFERATION AND CELL DEATH,PDGFA
ALTERS CELL PROLIFERATION AND CELL DEATH,PDGFB
ALTERS CELL PROLIFERATION AND CELL DEATH,PDGFRA
ALTERS CELL PROLIFERATION AND CELL DEATH,PDGFRB
ALTERS CELL PROLIFERATION AND CELL DEATH,PEA15
ALTERS CELL PROLIFERATION AND CELL DEATH,PEBP1
ALTERS CELL PROLIFERATION AND CELL DEATH,PHB
ALTERS CELL PROLIFERATION AND CELL DEATH,PIK3CA
ALTERS CELL PROLIFERATION AND CELL DEATH,PIK3CB
ALTERS CELL PROLIFERATION AND CELL DEATH,PIK3R1
ALTERS CELL PROLIFERATION AND CELL DEATH,PIK3R2
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP1CB
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP1CC
ALTERS CELL PROLIFERATION AND CELL DEATH,PPP5C
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKACA
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKACB
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKACG
ALTERS CELL PROLIFERATION AND CELL DEATH,PRKCQ
ALTERS CELL PROLIFERATION AND CELL DEATH,PSPN
ALTERS CELL PROLIFERATION AND CELL DEATH,PTK2
ALTERS CELL PROLIFERATION AND CELL DEATH,PTPN11
ALTERS CELL PROLIFERATION AND CELL DEATH,PTPN3
ALTERS CELL PROLIFERATION AND CELL DEATH,PTPN7
ALTERS CELL PROLIFERATION AND CELL DEATH,PTPRA
ALTERS CELL PROLIFERATION AND CELL DEATH,RAF1
ALTERS CELL PROLIFERATION AND CELL DEATH,RAG1
ALTERS CELL PROLIFERATION AND CELL DEATH,RAG2
ALTERS CELL PROLIFERATION AND CELL DEATH,RALGDS
ALTERS CELL PROLIFERATION AND CELL DEATH,RANBP9
ALTERS CELL PROLIFERATION AND CELL DEATH,RAP1A
ALTERS CELL PROLIFERATION AND CELL DEATH,RAP1B
ALTERS CELL PROLIFERATION AND CELL DEATH,RAPGEF2
ALTERS CELL PROLIFERATION AND CELL DEATH,RASA1
ALTERS CELL PROLIFERATION AND CELL DEATH,RASA2
ALTERS CELL PROLIFERATION AND CELL DEATH,RASA3
ALTERS CELL PROLIFERATION AND CELL DEATH,RASA4
ALTERS CELL PROLIFERATION AND CELL DEATH,RASAL1
ALTERS CELL PROLIFERATION AND CELL DEATH,RASAL2
ALTERS CELL PROLIFERATION AND CELL DEATH,RASAL3
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGEF1A
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGRF1
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGRF2
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGRP1
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGRP3
ALTERS CELL PROLIFERATION AND CELL DEATH,RASGRP4
ALTERS CELL PROLIFERATION AND CELL DEATH,RCE1
ALTERS CELL PROLIFERATION AND CELL DEATH,RET
ALTERS CELL PROLIFERATION AND CELL DEATH,RGL1
ALTERS CELL PROLIFERATION AND CELL DEATH,RGL2
ALTERS CELL PROLIFERATION AND CELL DEATH,RGL3
ALTERS CELL PROLIFERATION AND CELL DEATH,SEPTIN7
ALTERS CELL PROLIFERATION AND CELL DEATH,SHC1
ALTERS CELL PROLIFERATION AND CELL DEATH,SHC2
ALTERS CELL PROLIFERATION AND CELL DEATH,SHC3
ALTERS CELL PROLIFERATION AND CELL DEATH,SHOC2
ALTERS CELL PROLIFERATION AND CELL DEATH,SOS1
ALTERS CELL PROLIFERATION AND CELL DEATH,SPRED1
ALTERS CELL PROLIFERATION AND CELL DEATH,SPRED2
ALTERS CELL PROLIFERATION AND CELL DEATH,SPRED3
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTA1
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTAN1
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTB
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTBN1
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTBN2
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTBN4
ALTERS CELL PROLIFERATION AND CELL DEATH,SPTBN5
ALTERS CELL PROLIFERATION AND CELL DEATH,SRC
ALTERS CELL PROLIFERATION AND CELL DEATH,SYNGAP1
ALTERS CELL PROLIFERATION AND CELL DEATH,TEK
ALTERS CELL PROLIFERATION AND CELL DEATH,TGFA
ALTERS CELL PROLIFERATION AND CELL DEATH,TLN1
ALTERS CELL PROLIFERATION AND CELL DEATH,TYK2
ALTERS CELL PROLIFERATION AND CELL DEATH,USP17L2
ALTERS CELL PROLIFERATION AND CELL DEATH,VCL
ALTERS CELL PROLIFERATION AND CELL DEATH,VWF
ALTERS CELL PROLIFERATION AND CELL DEATH,WDR83
ALTERS CELL PROLIFERATION AND CELL DEATH,ZDHHC9
ALTERS CELL PROLIFERATION AND CELL DEATH,AATF
ALTERS CELL PROLIFERATION AND CELL DEATH,ABR
ALTERS CELL PROLIFERATION AND CELL DEATH,AKAP13
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGDIA
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF1
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF10
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF10L
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF11
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF12
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF15
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF16
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF17
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF18
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF19
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF2
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF26
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF3
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF33
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF35
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF37
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF38
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF39
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF4
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF40
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF5
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF6
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF7
ALTERS CELL PROLIFERATION AND CELL DEATH,ARHGEF9
ALTERS CELL PROLIFERATION AND CELL DEATH,BAD
ALTERS CELL PROLIFERATION AND CELL DEATH,BAG4
ALTERS CELL PROLIFERATION AND CELL DEATH,BEX3
ALTERS CELL PROLIFERATION AND CELL DEATH,BIRC2
ALTERS CELL PROLIFERATION AND CELL DEATH,BIRC3
ALTERS CELL PROLIFERATION AND CELL DEATH,CASP10
ALTERS CELL PROLIFERATION AND CELL DEATH,CASP2
ALTERS CELL PROLIFERATION AND CELL DEATH,CFLAR
ALTERS CELL PROLIFERATION AND CELL DEATH,CHUK
ALTERS CELL PROLIFERATION AND CELL DEATH,CLIP3
ALTERS CELL PROLIFERATION AND CELL DEATH,CYLD
ALTERS CELL PROLIFERATION AND CELL DEATH,ECT2
ALTERS CELL PROLIFERATION AND CELL DEATH,FAS
ALTERS CELL PROLIFERATION AND CELL DEATH,FGD1
ALTERS CELL PROLIFERATION AND CELL DEATH,FGD2
ALTERS CELL PROLIFERATION AND CELL DEATH,FGD3
ALTERS CELL PROLIFERATION AND CELL DEATH,FGD4
ALTERS CELL PROLIFERATION AND CELL DEATH,GNA13
ALTERS CELL PROLIFERATION AND CELL DEATH,IKBKB
ALTERS CELL PROLIFERATION AND CELL DEATH,IKBKE
ALTERS CELL PROLIFERATION AND CELL DEATH,IKBKG
ALTERS CELL PROLIFERATION AND CELL DEATH,IRAK1
ALTERS CELL PROLIFERATION AND CELL DEATH,ITGB3BP
ALTERS CELL PROLIFERATION AND CELL DEATH,ITSN1
ALTERS CELL PROLIFERATION AND CELL DEATH,LINGO1
ALTERS CELL PROLIFERATION AND CELL DEATH,MADD
ALTERS CELL PROLIFERATION AND CELL DEATH,MAG
ALTERS CELL PROLIFERATION AND CELL DEATH,MAGED1
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPK8
ALTERS CELL PROLIFERATION AND CELL DEATH,MAPKAPK2
ALTERS CELL PROLIFERATION AND CELL DEATH,MCF2
ALTERS CELL PROLIFERATION AND CELL DEATH,MCF2L
ALTERS CELL PROLIFERATION AND CELL DEATH,MYD88
ALTERS CELL PROLIFERATION AND CELL DEATH,NET1
ALTERS CELL PROLIFERATION AND CELL DEATH,NFKB1
ALTERS CELL PROLIFERATION AND CELL DEATH,NFKBIA
ALTERS CELL PROLIFERATION AND CELL DEATH,NGEF
ALTERS CELL PROLIFERATION AND CELL DEATH,NGF
ALTERS CELL PROLIFERATION AND CELL DEATH,NGFR
ALTERS CELL PROLIFERATION AND CELL DEATH,NSMAF
ALTERS CELL PROLIFERATION AND CELL DEATH,OBSCN
ALTERS CELL PROLIFERATION AND CELL DEATH,OMG
ALTERS CELL PROLIFERATION AND CELL DEATH,OPTN
ALTERS CELL PROLIFERATION AND CELL DEATH,OTUD1
ALTERS CELL PROLIFERATION AND CELL DEATH,OTUD7B
ALTERS CELL PROLIFERATION AND CELL DEATH,OTULIN
ALTERS CELL PROLIFERATION AND CELL DEATH,PLEKHG2
ALTERS CELL PROLIFERATION AND CELL DEATH,PLEKHG5
ALTERS CELL PROLIFERATION AND CELL DEATH,PRDM4
ALTERS CELL PROLIFERATION AND CELL DEATH,PREX1
ALTERS CELL PROLIFERATION AND CELL DEATH,RACK1
ALTERS CELL PROLIFERATION AND CELL DEATH,RBCK1
ALTERS CELL PROLIFERATION AND CELL DEATH,RELA
ALTERS CELL PROLIFERATION AND CELL DEATH,RIPK2
