"","KC_term","gene"
"389","ALTERS CELL PROLIFERATION AND CELL DEATH","INVS"
"390","ALTERS CELL PROLIFERATION AND CELL DEATH","CSNK2A3"
"391","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO1"
"392","ALTERS CELL PROLIFERATION AND CELL DEATH","PRICKLE4"
"393","ALTERS CELL PROLIFERATION AND CELL DEATH","APC"
"394","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO2"
"395","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO4"
"396","ALTERS CELL PROLIFERATION AND CELL DEATH","RHOA"
"397","ALTERS CELL PROLIFERATION AND CELL DEATH","PRICKLE3"
"398","ALTERS CELL PROLIFERATION AND CELL DEATH","LRP6"
"399","ALTERS CELL PROLIFERATION AND CELL DEATH","LRP5"
"400","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD3"
"401","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD4"
"402","ALTERS CELL PROLIFERATION AND CELL DEATH","MCC"
"403","ALTERS CELL PROLIFERATION AND CELL DEATH","MMP7"
"404","ALTERS CELL PROLIFERATION AND CELL DEATH","CCDC88C"
"405","ALTERS CELL PROLIFERATION AND CELL DEATH","NFATC2"
"406","ALTERS CELL PROLIFERATION AND CELL DEATH","NFATC4"
"407","ALTERS CELL PROLIFERATION AND CELL DEATH","ROR1"
"408","ALTERS CELL PROLIFERATION AND CELL DEATH","ROR2"
"409","ALTERS CELL PROLIFERATION AND CELL DEATH","SOST"
"410","ALTERS CELL PROLIFERATION AND CELL DEATH","LEF1"
"411","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT16"
"412","ALTERS CELL PROLIFERATION AND CELL DEATH","SERPINF1"
"413","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB2"
"414","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB3"
"415","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB4"
"416","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT4"
"417","ALTERS CELL PROLIFERATION AND CELL DEATH","PPARD"
"418","ALTERS CELL PROLIFERATION AND CELL DEATH","RNF43"
"419","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR4"
"420","ALTERS CELL PROLIFERATION AND CELL DEATH","PSEN1"
"421","ALTERS CELL PROLIFERATION AND CELL DEATH","CTNNBIP1"
"422","ALTERS CELL PROLIFERATION AND CELL DEATH","VANGL2"
"423","ALTERS CELL PROLIFERATION AND CELL DEATH","CHD8"
"424","ALTERS CELL PROLIFERATION AND CELL DEATH","CCAR2"
"425","ALTERS CELL PROLIFERATION AND CELL DEATH","SENP2"
"426","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR6"
"427","ALTERS CELL PROLIFERATION AND CELL DEATH","CCND1"
"428","ALTERS CELL PROLIFERATION AND CELL DEATH","RYK"
"429","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP1"
"430","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP2"
"431","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP4"
"432","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP5"
"433","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX17"
"434","ALTERS CELL PROLIFERATION AND CELL DEATH","SIAH1"
"435","ALTERS CELL PROLIFERATION AND CELL DEATH","PORCN"
"436","ALTERS CELL PROLIFERATION AND CELL DEATH","SKP1"
"437","ALTERS CELL PROLIFERATION AND CELL DEATH","TBL1X"
"438","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7"
"439","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7L2"
"440","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE1"
"441","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE2"
"442","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE3"
"443","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE4"
"444","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT1"
"445","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT2"
"446","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT3"
"447","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT5A"
"448","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT6"
"449","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT7A"
"450","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT7B"
"451","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT8A"
"452","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT8B"
"453","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT10B"
"454","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT11"
"455","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT2B"
"456","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT9A"
"457","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT9B"
"458","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD5"
"459","ALTERS CELL PROLIFERATION AND CELL DEATH","TBL1XR1"
"460","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD3"
"461","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE6"
"462","ALTERS CELL PROLIFERATION AND CELL DEATH","CXXC4"
"463","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT10A"
"464","ALTERS CELL PROLIFERATION AND CELL DEATH","FOSL1"
"465","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT5B"
"466","ALTERS CELL PROLIFERATION AND CELL DEATH","VANGL1"
"467","ALTERS CELL PROLIFERATION AND CELL DEATH","AXIN1"
"468","ALTERS CELL PROLIFERATION AND CELL DEATH","AXIN2"
"469","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD1"
"470","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD4"
"471","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD6"
"472","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD7"
"473","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD8"
"474","ALTERS CELL PROLIFERATION AND CELL DEATH","FZD9"
"475","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7L1"
"476","ALTERS CELL PROLIFERATION AND CELL DEATH","ZNRF3"
"477","ALTERS CELL PROLIFERATION AND CELL DEATH","LZTS2"
"478","ALTERS CELL PROLIFERATION AND CELL DEATH","CUL1"
"479","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO3"
"480","ALTERS CELL PROLIFERATION AND CELL DEATH","NKD1"
"481","ALTERS CELL PROLIFERATION AND CELL DEATH","NKD2"
"482","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR5"
"483","ALTERS CELL PROLIFERATION AND CELL DEATH","RUVBL1"
"484","ALTERS CELL PROLIFERATION AND CELL DEATH","CCN4"
"485","ALTERS CELL PROLIFERATION AND CELL DEATH","CCND2"
"486","ALTERS CELL PROLIFERATION AND CELL DEATH","BTRC"
"487","ALTERS CELL PROLIFERATION AND CELL DEATH","CCND3"
"488","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT3A"
"489","ALTERS CELL PROLIFERATION AND CELL DEATH","TBL1Y"
"490","ALTERS CELL PROLIFERATION AND CELL DEATH","CER1"
"491","ALTERS CELL PROLIFERATION AND CELL DEATH","ROCK2"
"492","ALTERS CELL PROLIFERATION AND CELL DEATH","RBX1"
"493","ALTERS CELL PROLIFERATION AND CELL DEATH","DLL3"
"494","ALTERS CELL PROLIFERATION AND CELL DEATH","RBPJL"
"495","ALTERS CELL PROLIFERATION AND CELL DEATH","DTX2"
"496","ALTERS CELL PROLIFERATION AND CELL DEATH","DTX3L"
"497","ALTERS CELL PROLIFERATION AND CELL DEATH","PTCRA"
"498","ALTERS CELL PROLIFERATION AND CELL DEATH","JAG1"
"499","ALTERS CELL PROLIFERATION AND CELL DEATH","DTX1"
"500","ALTERS CELL PROLIFERATION AND CELL DEATH","DTX3"
"501","ALTERS CELL PROLIFERATION AND CELL DEATH","SNW1"
"502","ALTERS CELL PROLIFERATION AND CELL DEATH","SPEN"
"503","ALTERS CELL PROLIFERATION AND CELL DEATH","DTX4"
"504","ALTERS CELL PROLIFERATION AND CELL DEATH","NCSTN"
"505","ALTERS CELL PROLIFERATION AND CELL DEATH","HEY1"
"506","ALTERS CELL PROLIFERATION AND CELL DEATH","HEY2"
"507","ALTERS CELL PROLIFERATION AND CELL DEATH","KAT2A"
"508","ALTERS CELL PROLIFERATION AND CELL DEATH","HEYL"
"509","ALTERS CELL PROLIFERATION AND CELL DEATH","DLL1"
"510","ALTERS CELL PROLIFERATION AND CELL DEATH","HDAC1"
"511","ALTERS CELL PROLIFERATION AND CELL DEATH","HDAC2"
"512","ALTERS CELL PROLIFERATION AND CELL DEATH","HES1"
"513","ALTERS CELL PROLIFERATION AND CELL DEATH","ATXN1L"
"514","ALTERS CELL PROLIFERATION AND CELL DEATH","RBPJ"
"515","ALTERS CELL PROLIFERATION AND CELL DEATH","JAG2"
"516","ALTERS CELL PROLIFERATION AND CELL DEATH","HES5"
"517","ALTERS CELL PROLIFERATION AND CELL DEATH","LFNG"
"518","ALTERS CELL PROLIFERATION AND CELL DEATH","MFNG"
"519","ALTERS CELL PROLIFERATION AND CELL DEATH","NRARP"
"520","ALTERS CELL PROLIFERATION AND CELL DEATH","NOTCH1"
"521","ALTERS CELL PROLIFERATION AND CELL DEATH","NOTCH2"
"522","ALTERS CELL PROLIFERATION AND CELL DEATH","NOTCH3"
"523","ALTERS CELL PROLIFERATION AND CELL DEATH","NOTCH4"
"524","ALTERS CELL PROLIFERATION AND CELL DEATH","APH1A"
"525","ALTERS CELL PROLIFERATION AND CELL DEATH","DLL4"
"526","ALTERS CELL PROLIFERATION AND CELL DEATH","MAML3"
"527","ALTERS CELL PROLIFERATION AND CELL DEATH","PSENEN"
"528","ALTERS CELL PROLIFERATION AND CELL DEATH","PSEN2"
"529","ALTERS CELL PROLIFERATION AND CELL DEATH","RFNG"
"530","ALTERS CELL PROLIFERATION AND CELL DEATH","ATXN1"
"531","ALTERS CELL PROLIFERATION AND CELL DEATH","ADAM17"
"532","ALTERS CELL PROLIFERATION AND CELL DEATH","APH1B"
"533","ALTERS CELL PROLIFERATION AND CELL DEATH","ITCH"
"534","ALTERS CELL PROLIFERATION AND CELL DEATH","MAML2"
"535","ALTERS CELL PROLIFERATION AND CELL DEATH","NUMB"
"536","ALTERS CELL PROLIFERATION AND CELL DEATH","KAT2B"
"537","ALTERS CELL PROLIFERATION AND CELL DEATH","NUMBL"
"538","ALTERS CELL PROLIFERATION AND CELL DEATH","CIR1"
"539","ALTERS CELL PROLIFERATION AND CELL DEATH","NCOR2"
"540","ALTERS CELL PROLIFERATION AND CELL DEATH","MAML1"
"541","ALTERS CELL PROLIFERATION AND CELL DEATH","MICOS10-NBL1"
"542","ALTERS CELL PROLIFERATION AND CELL DEATH","CDKN2B"
"543","ALTERS CELL PROLIFERATION AND CELL DEATH","FST"
"544","ALTERS CELL PROLIFERATION AND CELL DEATH","LEFTY1"
"545","ALTERS CELL PROLIFERATION AND CELL DEATH","ACVR1C"
"546","ALTERS CELL PROLIFERATION AND CELL DEATH","HJV"
"547","ALTERS CELL PROLIFERATION AND CELL DEATH","GDF7"
"548","ALTERS CELL PROLIFERATION AND CELL DEATH","DCN"
"549","ALTERS CELL PROLIFERATION AND CELL DEATH","E2F4"
"550","ALTERS CELL PROLIFERATION AND CELL DEATH","E2F5"
"551","ALTERS CELL PROLIFERATION AND CELL DEATH","EMP3"
"552","ALTERS CELL PROLIFERATION AND CELL DEATH","FBN1"
"553","ALTERS CELL PROLIFERATION AND CELL DEATH","FMOD"
"554","ALTERS CELL PROLIFERATION AND CELL DEATH","SIN3A"
"555","ALTERS CELL PROLIFERATION AND CELL DEATH","LRRC32"
"556","ALTERS CELL PROLIFERATION AND CELL DEATH","GREM1"
"557","ALTERS CELL PROLIFERATION AND CELL DEATH","AMH"
"558","ALTERS CELL PROLIFERATION AND CELL DEATH","AMHR2"
"559","ALTERS CELL PROLIFERATION AND CELL DEATH","RGMB"
"560","ALTERS CELL PROLIFERATION AND CELL DEATH","HFE"
"561","ALTERS CELL PROLIFERATION AND CELL DEATH","ID1"
"562","ALTERS CELL PROLIFERATION AND CELL DEATH","ID2"
"563","ALTERS CELL PROLIFERATION AND CELL DEATH","ID3"
"564","ALTERS CELL PROLIFERATION AND CELL DEATH","ID4"
"565","ALTERS CELL PROLIFERATION AND CELL DEATH","IFNG"
"566","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP8A"
"567","ALTERS CELL PROLIFERATION AND CELL DEATH","IGSF1"
"568","ALTERS CELL PROLIFERATION AND CELL DEATH","INHBA"
"569","ALTERS CELL PROLIFERATION AND CELL DEATH","INHBB"
"570","ALTERS CELL PROLIFERATION AND CELL DEATH","INHBC"
"571","ALTERS CELL PROLIFERATION AND CELL DEATH","NRROS"
"572","ALTERS CELL PROLIFERATION AND CELL DEATH","GDF6"
"573","ALTERS CELL PROLIFERATION AND CELL DEATH","LTBP1"
"574","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD1"
"575","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD2"
"576","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD5"
"577","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD6"
"578","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD7"
"579","ALTERS CELL PROLIFERATION AND CELL DEATH","SMAD9"
"580","ALTERS CELL PROLIFERATION AND CELL DEATH","NBL1"
"581","ALTERS CELL PROLIFERATION AND CELL DEATH","NEO1"
"582","ALTERS CELL PROLIFERATION AND CELL DEATH","NODAL"
"583","ALTERS CELL PROLIFERATION AND CELL DEATH","PITX2"
"584","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2CA"
"585","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2CB"
"586","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R1A"
"587","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R1B"
"588","ALTERS CELL PROLIFERATION AND CELL DEATH","RGMA"
"589","ALTERS CELL PROLIFERATION AND CELL DEATH","SMURF1"
"590","ALTERS CELL PROLIFERATION AND CELL DEATH","HAMP"
"591","ALTERS CELL PROLIFERATION AND CELL DEATH","RBL1"
"592","ALTERS CELL PROLIFERATION AND CELL DEATH","TGIF2"
"593","ALTERS CELL PROLIFERATION AND CELL DEATH","ROCK1"
"594","ALTERS CELL PROLIFERATION AND CELL DEATH","GREM2"
"595","ALTERS CELL PROLIFERATION AND CELL DEATH","SMURF2"
"596","ALTERS CELL PROLIFERATION AND CELL DEATH","SKI"
"597","ALTERS CELL PROLIFERATION AND CELL DEATH","SKIL"
"598","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP2"
"599","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP4"
"600","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP5"
"601","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP6"
"602","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP7"
"603","ALTERS CELL PROLIFERATION AND CELL DEATH","BMP8B"
"604","ALTERS CELL PROLIFERATION AND CELL DEATH","BMPR1A"
"605","ALTERS CELL PROLIFERATION AND CELL DEATH","BMPR1B"
"606","ALTERS CELL PROLIFERATION AND CELL DEATH","BMPR2"
"607","ALTERS CELL PROLIFERATION AND CELL DEATH","SP1"
"608","ALTERS CELL PROLIFERATION AND CELL DEATH","TF"
"609","ALTERS CELL PROLIFERATION AND CELL DEATH","TFDP1"
"610","ALTERS CELL PROLIFERATION AND CELL DEATH","TFR2"
"611","ALTERS CELL PROLIFERATION AND CELL DEATH","TFRC"
"612","ALTERS CELL PROLIFERATION AND CELL DEATH","LEFTY2"
"613","ALTERS CELL PROLIFERATION AND CELL DEATH","TGIF1"
"614","ALTERS CELL PROLIFERATION AND CELL DEATH","THBS1"
"615","ALTERS CELL PROLIFERATION AND CELL DEATH","THSD4"
"616","ALTERS CELL PROLIFERATION AND CELL DEATH","GDF5"
"617","ALTERS CELL PROLIFERATION AND CELL DEATH","INHBE"
"618","ALTERS CELL PROLIFERATION AND CELL DEATH","CHRD"
"619","ALTERS CELL PROLIFERATION AND CELL DEATH","ACVR1"
"620","ALTERS CELL PROLIFERATION AND CELL DEATH","ACVR1B"
"621","ALTERS CELL PROLIFERATION AND CELL DEATH","ACVR2A"
"622","ALTERS CELL PROLIFERATION AND CELL DEATH","NOG"
"623","ALTERS CELL PROLIFERATION AND CELL DEATH","ACVR2B"
"624","ALTERS CELL PROLIFERATION AND CELL DEATH","ZFYVE9"
"625","ALTERS CELL PROLIFERATION AND CELL DEATH","NCOR1"
"626","ALTERS CELL PROLIFERATION AND CELL DEATH","ZFYVE16"
"627","ALTERS CELL PROLIFERATION AND CELL DEATH","PATJ"
"628","ALTERS CELL PROLIFERATION AND CELL DEATH","YAP1"
"629","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAQ"
"630","ALTERS CELL PROLIFERATION AND CELL DEATH","RASSF1"
"631","ALTERS CELL PROLIFERATION AND CELL DEATH","FRMD6"
"632","ALTERS CELL PROLIFERATION AND CELL DEATH","WTIP"
"633","ALTERS CELL PROLIFERATION AND CELL DEATH","CSNK1D"
"634","ALTERS CELL PROLIFERATION AND CELL DEATH","CCN2"
"635","ALTERS CELL PROLIFERATION AND CELL DEATH","CTNNA1"
"636","ALTERS CELL PROLIFERATION AND CELL DEATH","CTNNA2"
"637","ALTERS CELL PROLIFERATION AND CELL DEATH","AMOT"
"638","ALTERS CELL PROLIFERATION AND CELL DEATH","RASSF6"
"639","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG1"
"640","ALTERS CELL PROLIFERATION AND CELL DEATH","AFP"
"641","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG2"
"642","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG3"
"643","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG4"
"644","ALTERS CELL PROLIFERATION AND CELL DEATH","WWC1"
"645","ALTERS CELL PROLIFERATION AND CELL DEATH","CRB1"
"646","ALTERS CELL PROLIFERATION AND CELL DEATH","SCRIB"
"647","ALTERS CELL PROLIFERATION AND CELL DEATH","WWTR1"
"648","ALTERS CELL PROLIFERATION AND CELL DEATH","LATS2"
"649","ALTERS CELL PROLIFERATION AND CELL DEATH","BBC3"
"650","ALTERS CELL PROLIFERATION AND CELL DEATH","GLI2"
"651","ALTERS CELL PROLIFERATION AND CELL DEATH","CRB2"
"652","ALTERS CELL PROLIFERATION AND CELL DEATH","CTNNA3"
"653","ALTERS CELL PROLIFERATION AND CELL DEATH","BIRC2"
"654","ALTERS CELL PROLIFERATION AND CELL DEATH","BIRC3"
"655","ALTERS CELL PROLIFERATION AND CELL DEATH","BIRC5"
"656","ALTERS CELL PROLIFERATION AND CELL DEATH","ITGB2"
"657","ALTERS CELL PROLIFERATION AND CELL DEATH","LLGL2"
"658","ALTERS CELL PROLIFERATION AND CELL DEATH","LLGL1"
"659","ALTERS CELL PROLIFERATION AND CELL DEATH","NF2"
"660","ALTERS CELL PROLIFERATION AND CELL DEATH","SERPINE1"
"661","ALTERS CELL PROLIFERATION AND CELL DEATH","PARD6A"
"662","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1CA"
"663","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1CB"
"664","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1CC"
"665","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R2A"
"666","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R2B"
"667","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R2C"
"668","ALTERS CELL PROLIFERATION AND CELL DEATH","MOB1A"
"669","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCI"
"670","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R2D"
"671","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCZ"
"672","ALTERS CELL PROLIFERATION AND CELL DEATH","PARD3"
"673","ALTERS CELL PROLIFERATION AND CELL DEATH","ACTB"
"674","ALTERS CELL PROLIFERATION AND CELL DEATH","SAV1"
"675","ALTERS CELL PROLIFERATION AND CELL DEATH","PALS1"
"676","ALTERS CELL PROLIFERATION AND CELL DEATH","SNAI2"
"677","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX2"
"678","ALTERS CELL PROLIFERATION AND CELL DEATH","TEAD1"
"679","ALTERS CELL PROLIFERATION AND CELL DEATH","TEAD4"
"680","ALTERS CELL PROLIFERATION AND CELL DEATH","TEAD3"
"681","ALTERS CELL PROLIFERATION AND CELL DEATH","ACTG1"
"682","ALTERS CELL PROLIFERATION AND CELL DEATH","TP53BP2"
"683","ALTERS CELL PROLIFERATION AND CELL DEATH","TP73"
"684","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAB"
"685","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAE"
"686","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAG"
"687","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAH"
"688","ALTERS CELL PROLIFERATION AND CELL DEATH","YWHAZ"
"689","ALTERS CELL PROLIFERATION AND CELL DEATH","FRMD1"
"690","ALTERS CELL PROLIFERATION AND CELL DEATH","PARD6G"
"691","ALTERS CELL PROLIFERATION AND CELL DEATH","PARD6B"
"692","ALTERS CELL PROLIFERATION AND CELL DEATH","TEAD2"
"693","ALTERS CELL PROLIFERATION AND CELL DEATH","AJUBA"
"694","ALTERS CELL PROLIFERATION AND CELL DEATH","LIMD1"
"695","ALTERS CELL PROLIFERATION AND CELL DEATH","LATS1"
"696","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG5"
"697","ALTERS CELL PROLIFERATION AND CELL DEATH","MOB1B"
"698","ALTERS CELL PROLIFERATION AND CELL DEATH","CDH1"
"699","ALTERS CELL PROLIFERATION AND CELL DEATH","DCHS2"
"700","ALTERS CELL PROLIFERATION AND CELL DEATH","FAT4"
"701","ALTERS CELL PROLIFERATION AND CELL DEATH","RASSF4"
"702","ALTERS CELL PROLIFERATION AND CELL DEATH","DCHS1"
"703","ALTERS CELL PROLIFERATION AND CELL DEATH","RASSF2"
"704","ALTERS CELL PROLIFERATION AND CELL DEATH","NOS3"
"705","ALTERS CELL PROLIFERATION AND CELL DEATH","SPHK2"
"706","ALTERS CELL PROLIFERATION AND CELL DEATH","PTGS2"
"707","ALTERS CELL PROLIFERATION AND CELL DEATH","PXN"
"708","ALTERS CELL PROLIFERATION AND CELL DEATH","CASP9"
"709","ALTERS CELL PROLIFERATION AND CELL DEATH","SPHK1"
"710","ALTERS CELL PROLIFERATION AND CELL DEATH","SH2D2A"
"711","ALTERS CELL PROLIFERATION AND CELL DEATH","LOC102723407"
"712","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFSF13B"
"713","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1R13L"
"714","ALTERS CELL PROLIFERATION AND CELL DEATH","MALT1"
"715","ALTERS CELL PROLIFERATION AND CELL DEATH","EDAR"
"716","ALTERS CELL PROLIFERATION AND CELL DEATH","TIRAP"
"717","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFRSF13C"
"718","ALTERS CELL PROLIFERATION AND CELL DEATH","EDARADD"
"719","ALTERS CELL PROLIFERATION AND CELL DEATH","PARP1"
"720","ALTERS CELL PROLIFERATION AND CELL DEATH","TICAM1"
"721","ALTERS CELL PROLIFERATION AND CELL DEATH","CYLD"
"722","ALTERS CELL PROLIFERATION AND CELL DEATH","EDA"
"723","ALTERS CELL PROLIFERATION AND CELL DEATH","ERC1"
"724","ALTERS CELL PROLIFERATION AND CELL DEATH","RIGI"
"725","ALTERS CELL PROLIFERATION AND CELL DEATH","LY96"
"726","ALTERS CELL PROLIFERATION AND CELL DEATH","TAB3"
"727","ALTERS CELL PROLIFERATION AND CELL DEATH","LAT"
"728","ALTERS CELL PROLIFERATION AND CELL DEATH","CXCL1"
"729","ALTERS CELL PROLIFERATION AND CELL DEATH","CXCL2"
"730","ALTERS CELL PROLIFERATION AND CELL DEATH","CXCL3"
"731","ALTERS CELL PROLIFERATION AND CELL DEATH","BLNK"
"732","ALTERS CELL PROLIFERATION AND CELL DEATH","CARD10"
"733","ALTERS CELL PROLIFERATION AND CELL DEATH","XIAP"
"734","ALTERS CELL PROLIFERATION AND CELL DEATH","ICAM1"
"735","ALTERS CELL PROLIFERATION AND CELL DEATH","TICAM2"
"736","ALTERS CELL PROLIFERATION AND CELL DEATH","CXCL8"
"737","ALTERS CELL PROLIFERATION AND CELL DEATH","CCL4L1"
"738","ALTERS CELL PROLIFERATION AND CELL DEATH","LBP"
"739","ALTERS CELL PROLIFERATION AND CELL DEATH","LCK"
"740","ALTERS CELL PROLIFERATION AND CELL DEATH","LTA"
"741","ALTERS CELL PROLIFERATION AND CELL DEATH","LTB"
"742","ALTERS CELL PROLIFERATION AND CELL DEATH","LTBR"
"743","ALTERS CELL PROLIFERATION AND CELL DEATH","LYN"
"744","ALTERS CELL PROLIFERATION AND CELL DEATH","ATM"
"745","ALTERS CELL PROLIFERATION AND CELL DEATH","NFKBIA"
"746","ALTERS CELL PROLIFERATION AND CELL DEATH","PIAS4"
"747","ALTERS CELL PROLIFERATION AND CELL DEATH","PLAU"
"748","ALTERS CELL PROLIFERATION AND CELL DEATH","PIDD1"
"749","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCQ"
"750","ALTERS CELL PROLIFERATION AND CELL DEATH","BCL2"
"751","ALTERS CELL PROLIFERATION AND CELL DEATH","BCL2A1"
"752","ALTERS CELL PROLIFERATION AND CELL DEATH","BCL2L1"
"753","ALTERS CELL PROLIFERATION AND CELL DEATH","EDA2R"
"754","ALTERS CELL PROLIFERATION AND CELL DEATH","CCL4"
"755","ALTERS CELL PROLIFERATION AND CELL DEATH","CCL13"
"756","ALTERS CELL PROLIFERATION AND CELL DEATH","CCL19"
"757","ALTERS CELL PROLIFERATION AND CELL DEATH","CCL21"
"758","ALTERS CELL PROLIFERATION AND CELL DEATH","CXCL12"
"759","ALTERS CELL PROLIFERATION AND CELL DEATH","SYK"
"760","ALTERS CELL PROLIFERATION AND CELL DEATH","BTK"
"761","ALTERS CELL PROLIFERATION AND CELL DEATH","TLR4"
"762","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFAIP3"
"763","ALTERS CELL PROLIFERATION AND CELL DEATH","TRAF1"
"764","ALTERS CELL PROLIFERATION AND CELL DEATH","TRAF3"
"765","ALTERS CELL PROLIFERATION AND CELL DEATH","TRAF5"
"766","ALTERS CELL PROLIFERATION AND CELL DEATH","UBE2I"
"767","ALTERS CELL PROLIFERATION AND CELL DEATH","VCAM1"
"768","ALTERS CELL PROLIFERATION AND CELL DEATH","ZAP70"
"769","ALTERS CELL PROLIFERATION AND CELL DEATH","TRIM25"
"770","ALTERS CELL PROLIFERATION AND CELL DEATH","CARD14"
"771","ALTERS CELL PROLIFERATION AND CELL DEATH","CARD11"
"772","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFSF11"
"773","ALTERS CELL PROLIFERATION AND CELL DEATH","RIPK1"
"774","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFSF14"
"775","ALTERS CELL PROLIFERATION AND CELL DEATH","TNFRSF11A"
"776","ALTERS CELL PROLIFERATION AND CELL DEATH","CFLAR"
"777","ALTERS CELL PROLIFERATION AND CELL DEATH","BCL10"
