"","KC_term","gene"
"391","ALTERS CELL PROLIFERATION AND CELL DEATH","GNAO1"
"392","ALTERS CELL PROLIFERATION AND CELL DEATH","GNAT2"
"393","ALTERS CELL PROLIFERATION AND CELL DEATH","GNB1"
"394","ALTERS CELL PROLIFERATION AND CELL DEATH","GNB2"
"395","ALTERS CELL PROLIFERATION AND CELL DEATH","GNB3"
"396","ALTERS CELL PROLIFERATION AND CELL DEATH","GNB4"
"397","ALTERS CELL PROLIFERATION AND CELL DEATH","GNB5"
"398","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG10"
"399","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG11"
"400","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG12"
"401","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG13"
"402","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG2"
"403","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG3"
"404","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG4"
"405","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG5"
"406","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG7"
"407","ALTERS CELL PROLIFERATION AND CELL DEATH","GNG8"
"408","ALTERS CELL PROLIFERATION AND CELL DEATH","GNGT1"
"409","ALTERS CELL PROLIFERATION AND CELL DEATH","GNGT2"
"410","ALTERS CELL PROLIFERATION AND CELL DEATH","GSK3B"
"411","ALTERS CELL PROLIFERATION AND CELL DEATH","H3-4"
"412","ALTERS CELL PROLIFERATION AND CELL DEATH","HECW1"
"413","ALTERS CELL PROLIFERATION AND CELL DEATH","ITPR1"
"414","ALTERS CELL PROLIFERATION AND CELL DEATH","ITPR2"
"415","ALTERS CELL PROLIFERATION AND CELL DEATH","ITPR3"
"416","ALTERS CELL PROLIFERATION AND CELL DEATH","KAT5"
"417","ALTERS CELL PROLIFERATION AND CELL DEATH","KLHL12"
"418","ALTERS CELL PROLIFERATION AND CELL DEATH","KMT2D"
"419","ALTERS CELL PROLIFERATION AND CELL DEATH","KRAS"
"420","ALTERS CELL PROLIFERATION AND CELL DEATH","KREMEN1"
"421","ALTERS CELL PROLIFERATION AND CELL DEATH","KREMEN2"
"422","ALTERS CELL PROLIFERATION AND CELL DEATH","LEF1"
"423","ALTERS CELL PROLIFERATION AND CELL DEATH","LEO1"
"424","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR4"
"425","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR5"
"426","ALTERS CELL PROLIFERATION AND CELL DEATH","LGR6"
"427","ALTERS CELL PROLIFERATION AND CELL DEATH","LRP5"
"428","ALTERS CELL PROLIFERATION AND CELL DEATH","LRP6"
"429","ALTERS CELL PROLIFERATION AND CELL DEATH","MAP3K7"
"430","ALTERS CELL PROLIFERATION AND CELL DEATH","MEN1"
"431","ALTERS CELL PROLIFERATION AND CELL DEATH","MIR92b"
"432","ALTERS CELL PROLIFERATION AND CELL DEATH","NFATC1"
"433","ALTERS CELL PROLIFERATION AND CELL DEATH","NLK"
"434","ALTERS CELL PROLIFERATION AND CELL DEATH","PARD6A"
"435","ALTERS CELL PROLIFERATION AND CELL DEATH","PDE6A"
"436","ALTERS CELL PROLIFERATION AND CELL DEATH","PDE6B"
"437","ALTERS CELL PROLIFERATION AND CELL DEATH","PDE6G"
"438","ALTERS CELL PROLIFERATION AND CELL DEATH","PFN1"
"439","ALTERS CELL PROLIFERATION AND CELL DEATH","PIP5K1B"
"440","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB1"
"441","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB2"
"442","ALTERS CELL PROLIFERATION AND CELL DEATH","PLCB3"
"443","ALTERS CELL PROLIFERATION AND CELL DEATH","PORCN"
"444","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2CA"
"445","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2CB"
"446","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R1A"
"447","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R1B"
"448","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R5A"
"449","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R5B"
"450","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R5C"
"451","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R5D"
"452","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP2R5E"
"453","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP3CA"
"454","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP3CB"
"455","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP3R1"
"456","ALTERS CELL PROLIFERATION AND CELL DEATH","PRICKLE1"
"457","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCA"
"458","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCB"
"459","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCG"
"460","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKG1"
"461","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKG2"
"462","ALTERS CELL PROLIFERATION AND CELL DEATH","PSMA8"
"463","ALTERS CELL PROLIFERATION AND CELL DEATH","PSMB11"
"464","ALTERS CELL PROLIFERATION AND CELL DEATH","PSME4"
"465","ALTERS CELL PROLIFERATION AND CELL DEATH","PYGO1"
"466","ALTERS CELL PROLIFERATION AND CELL DEATH","PYGO2"
"467","ALTERS CELL PROLIFERATION AND CELL DEATH","RAC1"
"468","ALTERS CELL PROLIFERATION AND CELL DEATH","RAC2"
"469","ALTERS CELL PROLIFERATION AND CELL DEATH","RAC3"
"470","ALTERS CELL PROLIFERATION AND CELL DEATH","RBBP5"
"471","ALTERS CELL PROLIFERATION AND CELL DEATH","RHOA"
"472","ALTERS CELL PROLIFERATION AND CELL DEATH","RNF146"
"473","ALTERS CELL PROLIFERATION AND CELL DEATH","RNF43"
"474","ALTERS CELL PROLIFERATION AND CELL DEATH","ROR1"
"475","ALTERS CELL PROLIFERATION AND CELL DEATH","ROR2"
"476","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO1"
"477","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO2"
"478","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO3"
"479","ALTERS CELL PROLIFERATION AND CELL DEATH","RSPO4"
"480","ALTERS CELL PROLIFERATION AND CELL DEATH","RUNX3"
"481","ALTERS CELL PROLIFERATION AND CELL DEATH","RUVBL1"
"482","ALTERS CELL PROLIFERATION AND CELL DEATH","RYK"
"483","ALTERS CELL PROLIFERATION AND CELL DEATH","SCRIB"
"484","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP1"
"485","ALTERS CELL PROLIFERATION AND CELL DEATH","SFRP2"
"486","ALTERS CELL PROLIFERATION AND CELL DEATH","SMARCA4"
"487","ALTERS CELL PROLIFERATION AND CELL DEATH","SMURF1"
"488","ALTERS CELL PROLIFERATION AND CELL DEATH","SMURF2"
"489","ALTERS CELL PROLIFERATION AND CELL DEATH","SNX3"
"490","ALTERS CELL PROLIFERATION AND CELL DEATH","SOST"
"491","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX13"
"492","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX17"
"493","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX2"
"494","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX3"
"495","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX4"
"496","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX6"
"497","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX7"
"498","ALTERS CELL PROLIFERATION AND CELL DEATH","SOX9"
"499","ALTERS CELL PROLIFERATION AND CELL DEATH","SRY"
"500","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF4"
"501","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7"
"502","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7L1"
"503","ALTERS CELL PROLIFERATION AND CELL DEATH","TCF7L2"
"504","ALTERS CELL PROLIFERATION AND CELL DEATH","TERT"
"505","ALTERS CELL PROLIFERATION AND CELL DEATH","TLE5"
"506","ALTERS CELL PROLIFERATION AND CELL DEATH","TMED5"
"507","ALTERS CELL PROLIFERATION AND CELL DEATH","TNKS"
"508","ALTERS CELL PROLIFERATION AND CELL DEATH","TNKS2"
"509","ALTERS CELL PROLIFERATION AND CELL DEATH","TRRAP"
"510","ALTERS CELL PROLIFERATION AND CELL DEATH","USP34"
"511","ALTERS CELL PROLIFERATION AND CELL DEATH","USP8"
"512","ALTERS CELL PROLIFERATION AND CELL DEATH","VANGL2"
"513","ALTERS CELL PROLIFERATION AND CELL DEATH","VPS26A"
"514","ALTERS CELL PROLIFERATION AND CELL DEATH","VPS29"
"515","ALTERS CELL PROLIFERATION AND CELL DEATH","VPS35"
"516","ALTERS CELL PROLIFERATION AND CELL DEATH","WIF1"
"517","ALTERS CELL PROLIFERATION AND CELL DEATH","WLS"
"518","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT1"
"519","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT10A"
"520","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT10B"
"521","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT11"
"522","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT16"
"523","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT2"
"524","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT2B"
"525","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT3"
"526","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT3A"
"527","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT4"
"528","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT5A"
"529","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT5B"
"530","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT6"
"531","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT7A"
"532","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT7B"
"533","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT8A"
"534","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT8B"
"535","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT9A"
"536","ALTERS CELL PROLIFERATION AND CELL DEATH","WNT9B"
"537","ALTERS CELL PROLIFERATION AND CELL DEATH","XIAP"
"538","ALTERS CELL PROLIFERATION AND CELL DEATH","XPO1"
"539","ALTERS CELL PROLIFERATION AND CELL DEATH","ZNRF3"
"540","ALTERS CELL PROLIFERATION AND CELL DEATH","ZRANB1"
"541","ALTERS CELL PROLIFERATION AND CELL DEATH","AMOT"
"542","ALTERS CELL PROLIFERATION AND CELL DEATH","AMOTL1"
"543","ALTERS CELL PROLIFERATION AND CELL DEATH","AMOTL2"
"544","ALTERS CELL PROLIFERATION AND CELL DEATH","CASP3"
"545","ALTERS CELL PROLIFERATION AND CELL DEATH","LATS1"
"546","ALTERS CELL PROLIFERATION AND CELL DEATH","LATS2"
"547","ALTERS CELL PROLIFERATION AND CELL DEATH","MOB1A"
"548","ALTERS CELL PROLIFERATION AND CELL DEATH","MOB1B"
"549","ALTERS CELL PROLIFERATION AND CELL DEATH","NPHP4"
"550","ALTERS CELL PROLIFERATION AND CELL DEATH","SAV1"
"551","ALTERS CELL PROLIFERATION AND CELL DEATH","STK3"
"552","ALTERS CELL PROLIFERATION AND CELL DEATH","STK4"
"553","ALTERS CELL PROLIFERATION AND CELL DEATH","TJP1"
"554","ALTERS CELL PROLIFERATION AND CELL DEATH","TJP2"
"555","ALTERS CELL PROLIFERATION AND CELL DEATH","WWTR1"
"556","ALTERS CELL PROLIFERATION AND CELL DEATH","YAP1"
"557","ALTERS CELL PROLIFERATION AND CELL DEATH","ABHD17A"
"558","ALTERS CELL PROLIFERATION AND CELL DEATH","ABHD17B"
"559","ALTERS CELL PROLIFERATION AND CELL DEATH","ABHD17C"
"560","ALTERS CELL PROLIFERATION AND CELL DEATH","ACTB"
"561","ALTERS CELL PROLIFERATION AND CELL DEATH","ACTG1"
"562","ALTERS CELL PROLIFERATION AND CELL DEATH","ACTN2"
"563","ALTERS CELL PROLIFERATION AND CELL DEATH","ANGPT1"
"564","ALTERS CELL PROLIFERATION AND CELL DEATH","APBB1IP"
"565","ALTERS CELL PROLIFERATION AND CELL DEATH","ARAF"
"566","ALTERS CELL PROLIFERATION AND CELL DEATH","AREG"
"567","ALTERS CELL PROLIFERATION AND CELL DEATH","ARL2"
"568","ALTERS CELL PROLIFERATION AND CELL DEATH","ARTN"
"569","ALTERS CELL PROLIFERATION AND CELL DEATH","BCL2L1"
"570","ALTERS CELL PROLIFERATION AND CELL DEATH","BRAF"
"571","ALTERS CELL PROLIFERATION AND CELL DEATH","BRAP"
"572","ALTERS CELL PROLIFERATION AND CELL DEATH","BTC"
"573","ALTERS CELL PROLIFERATION AND CELL DEATH","CAMK2B"
"574","ALTERS CELL PROLIFERATION AND CELL DEATH","CAMK2D"
"575","ALTERS CELL PROLIFERATION AND CELL DEATH","CAMK2G"
"576","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC14A"
"577","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC14B"
"578","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC42"
"579","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC42EP2"
"580","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC42EP3"
"581","ALTERS CELL PROLIFERATION AND CELL DEATH","CDC42EP5"
"582","ALTERS CELL PROLIFERATION AND CELL DEATH","CDK1"
"583","ALTERS CELL PROLIFERATION AND CELL DEATH","CNKSR1"
"584","ALTERS CELL PROLIFERATION AND CELL DEATH","CNKSR2"
"585","ALTERS CELL PROLIFERATION AND CELL DEATH","CSF2"
"586","ALTERS CELL PROLIFERATION AND CELL DEATH","CSF2RA"
"587","ALTERS CELL PROLIFERATION AND CELL DEATH","CSF2RB"
"588","ALTERS CELL PROLIFERATION AND CELL DEATH","CSK"
"589","ALTERS CELL PROLIFERATION AND CELL DEATH","DAB2IP"
"590","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG1"
"591","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG2"
"592","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG3"
"593","ALTERS CELL PROLIFERATION AND CELL DEATH","DLG4"
"594","ALTERS CELL PROLIFERATION AND CELL DEATH","DNAJB1"
"595","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP1"
"596","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP10"
"597","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP16"
"598","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP2"
"599","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP4"
"600","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP5"
"601","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP6"
"602","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP7"
"603","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP8"
"604","ALTERS CELL PROLIFERATION AND CELL DEATH","DUSP9"
"605","ALTERS CELL PROLIFERATION AND CELL DEATH","EPGN"
"606","ALTERS CELL PROLIFERATION AND CELL DEATH","ERBB2"
"607","ALTERS CELL PROLIFERATION AND CELL DEATH","ERBB3"
"608","ALTERS CELL PROLIFERATION AND CELL DEATH","ERBB4"
"609","ALTERS CELL PROLIFERATION AND CELL DEATH","EREG"
"610","ALTERS CELL PROLIFERATION AND CELL DEATH","ETV4"
"611","ALTERS CELL PROLIFERATION AND CELL DEATH","FGA"
"612","ALTERS CELL PROLIFERATION AND CELL DEATH","FGB"
"613","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF1"
"614","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF10"
"615","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF16"
"616","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF17"
"617","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF18"
"618","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF19"
"619","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF2"
"620","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF20"
"621","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF22"
"622","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF23"
"623","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF3"
"624","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF4"
"625","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF5"
"626","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF6"
"627","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF7"
"628","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF8"
"629","ALTERS CELL PROLIFERATION AND CELL DEATH","FGF9"
"630","ALTERS CELL PROLIFERATION AND CELL DEATH","FGFR1"
"631","ALTERS CELL PROLIFERATION AND CELL DEATH","FGFR2"
"632","ALTERS CELL PROLIFERATION AND CELL DEATH","FGFR3"
"633","ALTERS CELL PROLIFERATION AND CELL DEATH","FGFR4"
"634","ALTERS CELL PROLIFERATION AND CELL DEATH","FGG"
"635","ALTERS CELL PROLIFERATION AND CELL DEATH","FLT3"
"636","ALTERS CELL PROLIFERATION AND CELL DEATH","FLT3LG"
"637","ALTERS CELL PROLIFERATION AND CELL DEATH","FN1"
"638","ALTERS CELL PROLIFERATION AND CELL DEATH","FNTA"
"639","ALTERS CELL PROLIFERATION AND CELL DEATH","FNTB"
"640","ALTERS CELL PROLIFERATION AND CELL DEATH","FOXO1"
"641","ALTERS CELL PROLIFERATION AND CELL DEATH","FRS2"
"642","ALTERS CELL PROLIFERATION AND CELL DEATH","FRS3"
"643","ALTERS CELL PROLIFERATION AND CELL DEATH","FYN"
"644","ALTERS CELL PROLIFERATION AND CELL DEATH","GDNF"
"645","ALTERS CELL PROLIFERATION AND CELL DEATH","GFRA1"
"646","ALTERS CELL PROLIFERATION AND CELL DEATH","GFRA2"
"647","ALTERS CELL PROLIFERATION AND CELL DEATH","GFRA3"
"648","ALTERS CELL PROLIFERATION AND CELL DEATH","GFRA4"
"649","ALTERS CELL PROLIFERATION AND CELL DEATH","GOLGA7"
"650","ALTERS CELL PROLIFERATION AND CELL DEATH","GRB2"
"651","ALTERS CELL PROLIFERATION AND CELL DEATH","GRIN1"
"652","ALTERS CELL PROLIFERATION AND CELL DEATH","GRIN2B"
"653","ALTERS CELL PROLIFERATION AND CELL DEATH","GRIN2D"
"654","ALTERS CELL PROLIFERATION AND CELL DEATH","HBEGF"
"655","ALTERS CELL PROLIFERATION AND CELL DEATH","HGF"
"656","ALTERS CELL PROLIFERATION AND CELL DEATH","HRAS"
"657","ALTERS CELL PROLIFERATION AND CELL DEATH","HSPB1"
"658","ALTERS CELL PROLIFERATION AND CELL DEATH","ICMT"
"659","ALTERS CELL PROLIFERATION AND CELL DEATH","IGF2BP1"
"660","ALTERS CELL PROLIFERATION AND CELL DEATH","IL17RD"
"661","ALTERS CELL PROLIFERATION AND CELL DEATH","IL2"
"662","ALTERS CELL PROLIFERATION AND CELL DEATH","IL2RA"
"663","ALTERS CELL PROLIFERATION AND CELL DEATH","IL2RB"
"664","ALTERS CELL PROLIFERATION AND CELL DEATH","IL2RG"
"665","ALTERS CELL PROLIFERATION AND CELL DEATH","IL3"
"666","ALTERS CELL PROLIFERATION AND CELL DEATH","IL3RA"
"667","ALTERS CELL PROLIFERATION AND CELL DEATH","IL5"
"668","ALTERS CELL PROLIFERATION AND CELL DEATH","IL5RA"
"669","ALTERS CELL PROLIFERATION AND CELL DEATH","IL6"
"670","ALTERS CELL PROLIFERATION AND CELL DEATH","IL6R"
"671","ALTERS CELL PROLIFERATION AND CELL DEATH","IL6ST"
"672","ALTERS CELL PROLIFERATION AND CELL DEATH","IQGAP1"
"673","ALTERS CELL PROLIFERATION AND CELL DEATH","IRS1"
"674","ALTERS CELL PROLIFERATION AND CELL DEATH","IRS2"
"675","ALTERS CELL PROLIFERATION AND CELL DEATH","ITGA2B"
"676","ALTERS CELL PROLIFERATION AND CELL DEATH","ITGB3"
"677","ALTERS CELL PROLIFERATION AND CELL DEATH","JAK1"
"678","ALTERS CELL PROLIFERATION AND CELL DEATH","JAK2"
"679","ALTERS CELL PROLIFERATION AND CELL DEATH","JAK3"
"680","ALTERS CELL PROLIFERATION AND CELL DEATH","KALRN"
"681","ALTERS CELL PROLIFERATION AND CELL DEATH","KBTBD7"
"682","ALTERS CELL PROLIFERATION AND CELL DEATH","KIT"
"683","ALTERS CELL PROLIFERATION AND CELL DEATH","KITLG"
"684","ALTERS CELL PROLIFERATION AND CELL DEATH","KL"
"685","ALTERS CELL PROLIFERATION AND CELL DEATH","KLB"
"686","ALTERS CELL PROLIFERATION AND CELL DEATH","KSR1"
"687","ALTERS CELL PROLIFERATION AND CELL DEATH","KSR2"
"688","ALTERS CELL PROLIFERATION AND CELL DEATH","LAT"
"689","ALTERS CELL PROLIFERATION AND CELL DEATH","LRRC7"
"690","ALTERS CELL PROLIFERATION AND CELL DEATH","LYPLA1"
"691","ALTERS CELL PROLIFERATION AND CELL DEATH","MAP2K1"
"692","ALTERS CELL PROLIFERATION AND CELL DEATH","MAP2K2"
"693","ALTERS CELL PROLIFERATION AND CELL DEATH","MAP3K11"
"694","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK1"
"695","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK12"
"696","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK3"
"697","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK4"
"698","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK6"
"699","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPK6 gene"
"700","ALTERS CELL PROLIFERATION AND CELL DEATH","MAPKAPK5"
"701","ALTERS CELL PROLIFERATION AND CELL DEATH","MARK3"
"702","ALTERS CELL PROLIFERATION AND CELL DEATH","MET"
"703","ALTERS CELL PROLIFERATION AND CELL DEATH","MMP10"
"704","ALTERS CELL PROLIFERATION AND CELL DEATH","MMP2"
"705","ALTERS CELL PROLIFERATION AND CELL DEATH","MRAS"
"706","ALTERS CELL PROLIFERATION AND CELL DEATH","NCAM1"
"707","ALTERS CELL PROLIFERATION AND CELL DEATH","NCOA3"
"708","ALTERS CELL PROLIFERATION AND CELL DEATH","NEFL"
"709","ALTERS CELL PROLIFERATION AND CELL DEATH","NF1"
"710","ALTERS CELL PROLIFERATION AND CELL DEATH","NRAS"
"711","ALTERS CELL PROLIFERATION AND CELL DEATH","NRG1"
"712","ALTERS CELL PROLIFERATION AND CELL DEATH","NRG2"
"713","ALTERS CELL PROLIFERATION AND CELL DEATH","NRG3"
"714","ALTERS CELL PROLIFERATION AND CELL DEATH","NRG4"
"715","ALTERS CELL PROLIFERATION AND CELL DEATH","NRTN"
"716","ALTERS CELL PROLIFERATION AND CELL DEATH","PAK1"
"717","ALTERS CELL PROLIFERATION AND CELL DEATH","PAK2"
"718","ALTERS CELL PROLIFERATION AND CELL DEATH","PAK3"
"719","ALTERS CELL PROLIFERATION AND CELL DEATH","PAQR3"
"720","ALTERS CELL PROLIFERATION AND CELL DEATH","PDE6D"
"721","ALTERS CELL PROLIFERATION AND CELL DEATH","PDGFA"
"722","ALTERS CELL PROLIFERATION AND CELL DEATH","PDGFB"
"723","ALTERS CELL PROLIFERATION AND CELL DEATH","PDGFRA"
"724","ALTERS CELL PROLIFERATION AND CELL DEATH","PDGFRB"
"725","ALTERS CELL PROLIFERATION AND CELL DEATH","PEA15"
"726","ALTERS CELL PROLIFERATION AND CELL DEATH","PEBP1"
"727","ALTERS CELL PROLIFERATION AND CELL DEATH","PHB"
"728","ALTERS CELL PROLIFERATION AND CELL DEATH","PIK3CA"
"729","ALTERS CELL PROLIFERATION AND CELL DEATH","PIK3CB"
"730","ALTERS CELL PROLIFERATION AND CELL DEATH","PIK3R1"
"731","ALTERS CELL PROLIFERATION AND CELL DEATH","PIK3R2"
"732","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1CB"
"733","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP1CC"
"734","ALTERS CELL PROLIFERATION AND CELL DEATH","PPP5C"
"735","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKACA"
"736","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKACB"
"737","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKACG"
"738","ALTERS CELL PROLIFERATION AND CELL DEATH","PRKCQ"
"739","ALTERS CELL PROLIFERATION AND CELL DEATH","PSPN"
"740","ALTERS CELL PROLIFERATION AND CELL DEATH","PTK2"
"741","ALTERS CELL PROLIFERATION AND CELL DEATH","PTPN11"
"742","ALTERS CELL PROLIFERATION AND CELL DEATH","PTPN3"
"743","ALTERS CELL PROLIFERATION AND CELL DEATH","PTPN7"
"744","ALTERS CELL PROLIFERATION AND CELL DEATH","PTPRA"
"745","ALTERS CELL PROLIFERATION AND CELL DEATH","RAF1"
"746","ALTERS CELL PROLIFERATION AND CELL DEATH","RAG1"
"747","ALTERS CELL PROLIFERATION AND CELL DEATH","RAG2"
"748","ALTERS CELL PROLIFERATION AND CELL DEATH","RALGDS"
"749","ALTERS CELL PROLIFERATION AND CELL DEATH","RANBP9"
"750","ALTERS CELL PROLIFERATION AND CELL DEATH","RAP1A"
"751","ALTERS CELL PROLIFERATION AND CELL DEATH","RAP1B"
"752","ALTERS CELL PROLIFERATION AND CELL DEATH","RAPGEF2"
"753","ALTERS CELL PROLIFERATION AND CELL DEATH","RASA1"
"754","ALTERS CELL PROLIFERATION AND CELL DEATH","RASA2"
"755","ALTERS CELL PROLIFERATION AND CELL DEATH","RASA3"
"756","ALTERS CELL PROLIFERATION AND CELL DEATH","RASA4"
"757","ALTERS CELL PROLIFERATION AND CELL DEATH","RASAL1"
"758","ALTERS CELL PROLIFERATION AND CELL DEATH","RASAL2"
"759","ALTERS CELL PROLIFERATION AND CELL DEATH","RASAL3"
"760","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGEF1A"
"761","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGRF1"
"762","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGRF2"
"763","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGRP1"
"764","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGRP3"
"765","ALTERS CELL PROLIFERATION AND CELL DEATH","RASGRP4"
"766","ALTERS CELL PROLIFERATION AND CELL DEATH","RCE1"
"767","ALTERS CELL PROLIFERATION AND CELL DEATH","RET"
"768","ALTERS CELL PROLIFERATION AND CELL DEATH","RGL1"
"769","ALTERS CELL PROLIFERATION AND CELL DEATH","RGL2"
"770","ALTERS CELL PROLIFERATION AND CELL DEATH","RGL3"
"771","ALTERS CELL PROLIFERATION AND CELL DEATH","SEPTIN7"
"772","ALTERS CELL PROLIFERATION AND CELL DEATH","SHC1"
"773","ALTERS CELL PROLIFERATION AND CELL DEATH","SHC2"
"774","ALTERS CELL PROLIFERATION AND CELL DEATH","SHC3"
"775","ALTERS CELL PROLIFERATION AND CELL DEATH","SHOC2"
"776","ALTERS CELL PROLIFERATION AND CELL DEATH","SOS1"
"777","ALTERS CELL PROLIFERATION AND CELL DEATH","SPRED1"
"778","ALTERS CELL PROLIFERATION AND CELL DEATH","SPRED2"
